# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 21 15:52:05 2018
#
# CONSTRAINT:  where (pl_orbsmax <= 0.2
# CONSTRAINT:  )
# CONSTRAINT:  order by pl_orbsmax desc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
268,HD 10180,c,Radial Velocity,6,5.75969000,0.00028000,-0.00028000,0,0.064120,0.001010,-0.001010,0,0.073000,0.031000,-0.031000,0,,,,,0.04160,0.00140,-0.00140,0,Msini,,,,,,,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.10,-1.10,0,7.321,0.010,0,V (Johnson),7.140,,0,5911.00,19.00,-19.00,0,1.06,0.05,-0.05,0,1.11,0.04,-0.04,0,2015-06-25,La Silla Observatory
2396,Kepler-314,c,Transit,2,5.96039200,0.00000500,-0.00000500,0,0.064000,,,0,,,,,,,,,,,,,,0.259,0.038,-0.038,0,,,,,0,1,0,1,19h38m41.79s,294.674114,+42d04m32.1s,42.075588,,,,,12.557,,0,Kepler-band,,,,5378.00,100.00,-100.00,0,1.02,,,0,0.95,0.14,-0.14,0,2014-05-14,Kepler
2309,Kepler-285,c,Transit,2,6.18667600,0.00005900,-0.00005900,0,0.064000,,,0,,,,,,,,,,,,,,0.100,0.044,-0.044,0,,,,,0,1,0,1,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,,,,,15.173,,0,Kepler-band,,,,5411.00,200.00,-200.00,0,0.85,,,0,0.81,0.35,-0.35,0,2014-05-14,Kepler
2231,Kepler-256,d,Transit,4,5.83917200,0.00003100,-0.00003100,0,0.064000,,,0,,,,,,,,,,,,,,0.221,0.056,-0.056,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,15.065,,0,Kepler-band,,,,5551.00,111.00,-111.00,0,1.02,,,0,1.30,0.32,-0.32,0,2014-05-14,Kepler
2223,Kepler-254,b,Transit,3,5.82666200,0.00001000,-0.00001000,0,0.064000,,,0,,,,,,,,,,,,,,0.345,0.165,-0.165,0,,,,,0,1,0,1,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,,,,15.843,,0,Kepler-band,,,,5957.00,200.00,-200.00,0,,,,,0.91,0.43,-0.43,0,2014-05-14,Kepler
2014,Kepler-183,b,Transit,2,5.68794500,0.00002000,-0.00002000,0,0.064000,,,0,,,,,,,,,,,,,,0.184,0.079,-0.079,0,,,,,0,1,0,1,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,,,,,14.943,,0,Kepler-band,,,,5888.00,200.00,-200.00,0,,,,,0.96,0.41,-0.41,0,2014-05-14,Kepler
2004,Kepler-179,c,Transit,2,6.40013000,0.00001700,-0.00001700,0,0.064000,,,0,,,,,,,,,,,,,,0.178,0.072,-0.072,0,,,,,0,1,0,1,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,,,,,14.613,,0,Kepler-band,,,,5302.00,200.00,-200.00,0,,,,,0.76,0.31,-0.31,0,2014-05-14,Kepler
1394,Kepler-122,b,Transit,5,5.76619300,0.00001600,-0.00001600,0,0.064000,,,0,,,,,,,,,,,,,,0.209,0.041,-0.041,0,,,,,0,1,0,1,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,,,,,14.247,,0,Kepler-band,,,,6050.00,137.00,-137.00,0,0.99,,,0,1.22,0.24,-0.24,0,2014-05-14,Kepler
2064,Kepler-20,e,Transit,6,6.09852281,0.00000608,-0.00001351,0,0.063900,0.001900,-0.001400,0,,,,,87.632,1.085,-0.128,0,,,,,,0.077,0.002,-0.002,0,,,,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,12.510,,0,V (Johnson),,,,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
1057,KELT-19 A,b,Transit,1,4.61170930,0.00000880,-0.00000880,0,0.063700,0.003100,-0.002700,0,,,,0,85.410,0.340,-0.310,0,4.07000,,,1,Mass,1.910,0.110,-0.110,0,0.74400,,,1,1,0,0,0,07h26m02.28s,111.509499,+07d36m56.9s,7.615806,292.00,61.14,-61.14,0,9.885,0.040,0,V (Johnson),9.853,,0,7500.00,110.00,-110.00,0,1.62,0.25,-0.20,0,1.83,0.10,-0.10,0,2018-01-11,KELT
1004,K2-62,b,Transit,2,6.67202000,0.00028000,-0.00028000,0,0.063600,0.001400,-0.001400,0,,,,,,,,,,,,,,0.191,0.019,-0.019,0,,,,,0,0,1,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,,,,,12.397,0.040,0,V (Johnson),,,,4880.00,216.00,-216.00,0,0.77,0.05,-0.05,0,0.73,0.05,-0.05,0,2016-07-18,K2
376,HD 1461,b,Radial Velocity,2,5.77152000,0.00045000,-0.00045000,0,0.063400,0.002200,-0.002200,0,0.172000,,,1,,,,,0.02026,0.00192,-0.00192,0,Msini,,,,,,,,,0,0,0,1,00h18m41.87s,4.674448,-08d03m10.8s,-8.053001,23.44,0.46,-0.48,0,6.470,,0,V (Johnson),,,,5765.00,18.00,-18.00,0,1.02,,,0,,,,,2015-11-19,W. M. Keck Observatory
3185,Kepler-82,e,Transit,4,5.90220600,0.00001200,-0.00001200,0,0.063000,,,0,,,,,,,,,,,,,,0.220,0.033,-0.033,0,,,,,1,1,0,1,19h31m29.61s,292.873390,+42d57m58.1s,42.966137,,,,,15.158,,0,Kepler-band,,,,5428.00,100.00,-100.00,0,0.85,1.66,-0.63,0,0.94,0.14,-0.14,0,2014-05-14,Kepler
2511,Kepler-357,b,Transit,3,6.47543400,0.00003400,-0.00003400,0,0.063000,,,0,,,,,,,,,,,,,,0.164,0.096,-0.096,0,,,,,0,1,0,1,19h24m58.34s,291.243104,+44d00m31.4s,44.008720,,,,,15.565,,0,Kepler-band,,,,5036.00,200.00,-200.00,0,0.78,,,0,0.83,0.49,-0.49,0,2014-05-14,Kepler
2226,Kepler-255,b,Transit,3,5.71460600,0.00005200,-0.00005200,0,0.063000,,,0,,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,,,,,15.596,,0,Kepler-band,,,,5573.00,200.00,-200.00,0,0.97,,,0,0.93,0.37,-0.37,0,2014-05-14,Kepler
92,CoRoT-8,b,Transit,1,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,0.000000,,,0,88.400,0.100,-0.100,0,0.22000,0.03000,-0.03000,0,Mass,0.570,0.020,-0.020,0,1.60000,0.10000,-0.10000,0,0,0,0,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.00,30.00,-30.00,0,14.800,,0,V (Johnson),,,,5080.00,80.00,-80.00,0,0.88,0.04,-0.04,0,0.77,0.02,-0.02,0,2014-05-14,CoRoT
447,HD 176986,b,Radial Velocity,2,6.48980000,0.00086000,-0.00086000,0,0.062960,0.000130,-0.000130,0,0.066000,0.066000,-0.066000,0,,,,0,0.01806,0.00208,-0.00208,0,Msini,,,,0,,,,0,0,0,0,0,19h03m05.87s,285.774475,-11d02m38.1s,-11.043926,26.40,0.70,-0.70,0,8.420,0.010,0,V (Johnson),8.072,,0,4931.00,77.00,-77.00,0,0.79,0.02,-0.02,0,0.78,0.04,-0.04,0,2017-12-21,Multiple Observatories
3564,WASP-129,b,Transit,1,5.74814500,0.00000400,-0.00000400,0,0.062800,0.000700,-0.000700,0,0.096000,,,1,87.700,0.200,-0.200,0,1.00000,0.10000,-0.10000,0,Mass,0.930,0.030,-0.030,0,1.60000,0.30000,-0.30000,0,0,0,0,0,11h45m11.75s,176.298965,-42d03m50.1s,-42.063927,246.00,7.00,-7.00,0,12.300,0.600,0,V (Johnson),,,,5900.00,100.00,-100.00,0,1.00,0.03,-0.03,0,0.90,0.02,-0.02,0,2016-05-05,SuperWASP-South
822,K2-14,b,Transit,1,8.36802000,0.00019000,-0.00019000,0,0.062700,0.000600,-0.000600,0,,,,,,,,,,,,,,0.429,0.037,-0.037,0,,,,,0,0,1,0,11h52m13.69s,178.057022,+02d35m39.3s,2.594245,,,,,16.310,0.070,0,V (Johnson),,,,3789.00,17.00,-16.00,0,0.47,0.01,-0.01,0,0.45,0.01,-0.01,0,2015-07-16,K2
1050,KELT-11,b,Transit,1,4.73652900,0.00006800,-0.00005900,0,0.062290,0.000880,-0.000760,0,0.000000,,,0,85.800,2.400,-1.800,0,0.19500,0.01900,-0.01800,0,Mass,1.370,0.150,-0.120,0,0.09300,0.02800,-0.02400,0,0,0,0,1,10h46m49.74s,161.707260,-09d23m56.5s,-9.399025,98.00,5.00,-5.00,0,8.037,0.013,0,V (Johnson),,,,5370.00,51.00,-50.00,0,1.44,0.06,-0.05,0,2.72,0.21,-0.17,0,2017-05-10,KELT-South
785,K2-111,b,Transit,1,5.35117000,0.00055000,-0.00055000,0,0.062100,0.009200,-0.008500,0,0.000000,,,0,86.200,1.000,-1.000,0,0.02706,0.01227,-0.01227,0,Mass,0.170,0.018,-0.018,0,6.60000,4.50000,-3.20000,0,0,0,1,0,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,,,,,11.137,0.040,0,V (Johnson),,,,5730.00,50.00,-50.00,0,0.88,0.02,-0.02,0,1.23,0.10,-0.10,0,2017-05-10,K2
3573,WASP-139,b,Transit,1,5.92426200,0.00000400,-0.00000400,0,0.062000,0.002000,-0.002000,0,0.000000,,,0,88.900,0.500,-0.500,0,0.11700,0.01700,-0.01700,0,Mass,0.800,0.050,-0.050,0,0.31000,0.05000,-0.05000,0,0,0,0,0,03h18m14.93s,49.562229,-41d18m07.7s,-41.302147,230.00,40.00,-40.00,0,12.400,,0,V (Johnson),,,,5310.00,90.00,-90.00,0,0.92,0.10,-0.10,0,0.80,0.04,-0.04,0,2016-12-01,SuperWASP-South
2294,Kepler-28,b,Transit,2,5.91230000,,,0,0.062000,,,0,,,,,,,,,1.51000,,,1,Mass,0.321,,,0,,,,,1,1,0,1,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,,,,,15.036,,0,Kepler-band,,,,4590.00,,,0,0.75,,,0,0.70,,,0,2014-05-14,Kepler
2189,Kepler-243,b,Transit,2,5.71544200,0.00001100,-0.00001100,0,0.062000,,,0,,,,,,,,,,,,,,0.219,0.103,-0.103,0,,,,,0,1,0,1,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,,,,,15.086,,0,Kepler-band,,,,5228.00,200.00,-200.00,0,0.89,,,0,0.84,0.40,-0.40,0,2014-05-14,Kepler
2148,Kepler-229,b,Transit,3,6.25297200,0.00002100,-0.00002100,0,0.062000,,,0,,,,,,,,,,,,,,0.196,0.070,-0.070,0,,,,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,,,,,15.841,,0,Kepler-band,,,,5120.00,200.00,-200.00,0,,,,,0.73,0.26,-0.26,0,2014-05-14,Kepler
2096,Kepler-211,c,Transit,2,6.04045000,0.00001600,-0.00001600,0,0.062000,,,0,,,,,,,,,,,,,,0.115,0.008,-0.008,0,,,,,0,1,0,1,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,,,,,13.283,,0,Kepler-band,,,,5123.00,100.00,-100.00,0,0.97,,,0,0.82,0.05,-0.05,0,2014-05-14,Kepler
1973,Kepler-169,c,Transit,5,6.19546900,0.00002900,-0.00002900,0,0.062000,,,0,,,,,,,,,,,,,,0.108,0.007,-0.007,0,,,,,0,1,0,1,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,,,,14.194,,0,Kepler-band,,,,4997.00,100.00,-100.00,0,0.86,,,0,0.76,0.05,-0.05,0,2014-05-14,Kepler
1007,K2-64,b,Transit,1,6.53044000,0.00067000,-0.00067000,0,0.061900,0.001900,-0.001900,0,,,,,,,,,,,,,,0.185,0.023,-0.023,0,,,,,0,0,1,0,22h09m39.27s,332.413605,-11d25m43.5s,-11.428742,,,,,14.086,0.010,0,V (Johnson),,,,5312.00,82.00,-82.00,0,0.74,0.07,-0.07,0,0.73,0.08,-0.08,0,2016-07-18,K2
71,CoRoT-16,b,Transit,1,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,0.330000,0.090000,-0.100000,0,85.010,0.940,-1.200,0,0.53500,0.08500,-0.08300,0,Mass,1.170,0.160,-0.140,0,0.44000,0.21000,-0.14000,0,0,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840.00,90.00,-90.00,0,15.630,,0,V (Johnson),,,,5650.00,100.00,-100.00,0,1.10,0.08,-0.08,0,1.19,0.14,-0.13,0,2014-05-14,CoRoT
3644,WASP-7,b,Transit,1,4.95464160,0.00000350,-0.00000350,0,0.061700,0.001100,-0.001100,0,,,,,87.030,0.930,-0.930,0,0.96000,0.13000,-0.13000,0,Mass,1.330,0.093,-0.093,0,0.55000,0.13000,-0.13000,0,0,0,0,0,20h44m10.23s,311.042609,-39d13m31.0s,-39.225273,140.00,15.00,-15.00,0,9.510,,0,V (Johnson),9.348,,0,6400.00,100.00,-100.00,0,1.28,0.07,-0.07,0,1.43,0.09,-0.09,0,2016-01-14,SuperWASP
980,K2-42,b,Transit,1,6.68796000,0.00093000,-0.00093000,0,0.061700,0.001300,-0.001300,0,,,,,,,,,,,,,,0.192,0.021,-0.021,0,,,,,0,0,1,0,11h46m39.77s,176.665726,-05d10m18.9s,-5.171913,,,,,15.023,0.020,0,V (Johnson),,,,4613.00,71.00,-71.00,0,0.70,0.05,-0.05,0,0.64,0.04,-0.04,0,2016-07-18,K2
829,K2-148,c,Transit,3,6.92260000,0.00070000,-0.00070000,0,0.061600,0.001900,-0.001900,0,,,,0,,,,0,,,,0,,0.154,0.021,-0.019,0,,,,0,0,0,1,0,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121.00,19.00,-19.00,0,13.507,0.070,0,V (Johnson),,,,4079.00,70.00,-70.00,0,0.65,0.06,-0.06,0,0.63,0.06,-0.06,0,2018-02-01,K2
241,HATS-27,b,Transit,1,4.63703800,0.00001400,-0.00001400,0,0.061100,0.000680,-0.000680,0,0.581000,,,1,87.300,1.300,-1.300,0,0.53000,0.13000,-0.13000,0,Mass,1.500,0.200,-0.110,0,0.18000,0.08300,-0.05700,0,0,0,0,0,12h54m12.61s,193.552560,-46d35m15.8s,-46.587715,840.00,80.00,-51.00,0,12.766,0.040,0,V (Johnson),,,,6438.00,64.00,-64.00,0,1.42,0.05,-0.05,0,1.74,0.17,-0.10,0,2016-06-09,HATSouth
2600,Kepler-395,b,Transit,2,7.05434600,0.00007000,-0.00007000,0,0.061000,,,0,,,,,,,,,,,,,,0.092,0.007,-0.007,0,,,,,0,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,360.00,18.99,-23.94,0,15.987,,0,Kepler-band,,,,4262.00,100.00,-100.00,0,0.53,,,0,0.56,0.02,-0.02,0,2014-05-14,Kepler
2451,Kepler-334,b,Transit,3,5.47031900,0.00002100,-0.00002100,0,0.061000,,,0,,,,,,,,,,,,,,0.100,0.019,-0.019,0,,,,,0,1,0,1,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,,,,,12.776,,0,Kepler-band,,,,5828.00,100.00,-100.00,0,1.00,,,0,1.07,0.19,-0.19,0,2014-05-14,Kepler
2434,Kepler-329,b,Transit,2,7.41639700,0.00004600,-0.00004600,0,0.061000,,,0,,,,,,,,,,,,,,0.125,0.022,-0.022,0,,,,,0,1,0,1,19h57m04.33s,299.268042,+45d13m38.7s,45.227428,,,,,15.434,,0,Kepler-band,,,,4257.00,200.00,-200.00,0,0.53,,,0,0.52,0.05,-0.05,0,2014-05-14,Kepler
2401,Kepler-317,b,Transit,2,5.52424200,0.00002700,-0.00002700,0,0.061000,,,0,,,,,,,,,,,,,,0.186,0.086,-0.086,0,,,,,0,1,0,1,19h39m46.53s,294.943885,+39d01m55.4s,39.032062,,,,,15.377,,0,Kepler-band,,,,5497.00,200.00,-200.00,0,0.95,,,0,0.94,0.43,-0.43,0,2014-05-14,Kepler
2312,Kepler-286,d,Transit,4,5.91432300,0.00005400,-0.00005400,0,0.061000,,,0,,,,,,,,,,,,,,0.119,0.024,-0.024,0,,,,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,,,,15.587,,0,Kepler-band,,,,5580.00,131.00,-131.00,0,,,,,0.86,0.17,-0.17,0,2014-05-14,Kepler
2275,Kepler-272,c,Transit,3,6.05734200,0.00003700,-0.00003700,0,0.061000,,,0,,,,,,,,,,,,,,0.160,0.086,-0.086,0,,,,,0,1,0,1,19h56m30.61s,299.127524,+47d35m37.8s,47.593830,,,,,14.678,,0,Kepler-band,,,,5297.00,200.00,-200.00,0,0.79,,,0,0.93,0.50,-0.50,0,2014-05-14,Kepler
2265,Kepler-269,b,Transit,2,5.32671800,0.00003500,-0.00003500,0,0.061000,,,0,,,,,,,,,,,,,,0.220,0.103,-0.103,0,,,,,0,1,0,1,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,,,,,15.808,,0,Kepler-band,,,,5847.00,250.00,-250.00,0,0.98,,,0,0.96,0.43,-0.43,0,2014-05-14,Kepler
2074,Kepler-203,c,Transit,3,5.37064700,0.00000800,-0.00000800,0,0.061000,,,0,,,,,,,,,,,,,,0.220,0.042,-0.042,0,,,,,0,1,0,1,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,,,,,13.989,,0,Kepler-band,,,,5821.00,100.00,-100.00,0,0.98,,,0,1.11,0.21,-0.21,0,2014-05-14,Kepler
128,GJ 3942,b,Radial Velocity,1,6.90500000,0.04000000,-0.04000000,0,0.060800,0.006800,-0.006800,0,0.121000,0.118000,-0.118000,0,,,,0,0.02246,0.00186,-0.00186,0,Msini,,,,0,,,,0,0,0,0,0,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.96,0.07,-0.07,0,10.250,0.040,0,V (Johnson),9.279,,0,3867.00,69.00,-69.00,0,0.63,0.07,-0.07,0,0.61,0.06,-0.06,0,2017-12-21,Roque de los Muchachos Observatory
3567,WASP-131,b,Transit,1,5.32202300,0.00000500,-0.00000500,0,0.060700,0.000900,-0.000900,0,0.000000,,,0,85.000,0.300,-0.300,0,0.27000,0.02000,-0.02000,0,Mass,1.220,0.050,-0.050,0,0.20000,0.03000,-0.03000,0,0,0,0,0,14h00m46.45s,210.193542,-30d35m00.8s,-30.583567,250.00,50.00,-50.00,0,10.100,,0,V (Johnson),,,,6030.00,90.00,-90.00,0,1.06,0.06,-0.06,0,1.53,0.05,-0.05,0,2016-12-01,SuperWASP-South
107,GJ 163,b,Radial Velocity,3,8.63182000,0.00155000,-0.00155000,0,0.060700,0.000010,-0.000010,0,0.073000,0.050000,-0.050000,0,,,,,0.03335,0.00189,-0.00189,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0.44,-0.46,0,11.810,0.014,0,V (Johnson),10.492,,0,3500.00,100.00,-100.00,0,0.40,0.02,-0.02,0,,,,,2017-01-26,La Silla Observatory
3029,Kepler-7,b,Transit,1,4.88548920,0.00000090,-0.00000090,0,0.060670,0.000590,-0.000590,0,,,,,85.161,0.055,-0.054,0,0.44100,0.04300,-0.04200,0,Mass,1.622,0.013,-0.013,0,0.14000,0.02000,-0.02000,0,0,1,0,1,19h14m19.56s,288.581516,+41d05m23.3s,41.089800,,,,,12.885,,0,Kepler-band,,,,5933.00,44.00,-44.00,0,1.36,0.03,-0.03,0,1.97,0.01,-0.01,0,2015-10-15,Kepler
84,CoRoT-28,b,Transit,1,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,0.047000,0.055000,-0.038000,0,88.100,0.800,-0.800,0,0.48400,0.08700,-0.08700,0,Mass,0.955,0.066,-0.066,0,0.69000,0.27000,-0.27000,0,0,0,0,0,18h34m45.20s,278.688338,+05d34m25.4s,5.573730,560.00,70.00,-70.00,0,,,,,,,,5150.00,100.00,-100.00,0,1.01,0.14,-0.14,0,1.78,0.11,-0.11,0,2015-04-16,CoRoT
836,K2-153,b,Transit,1,7.51554000,0.00098000,-0.00098000,0,0.060100,0.002100,-0.002100,0,,,,0,,,,0,,,,0,,0.178,0.023,-0.020,0,,,,0,0,0,1,0,12h15m14.21s,183.809189,+02d01m15.4s,2.020953,126.00,18.00,-18.00,0,14.979,0.030,0,V (Johnson),,,,3720.00,70.00,-70.00,0,0.51,0.06,-0.06,0,0.49,0.05,-0.05,0,2018-02-01,K2
252,HATS-39,b,Transit,1,4.57763480,0.00000730,-0.00000730,0,0.060070,0.000580,-0.000580,0,0.275000,,,1,84.980,0.490,-0.490,0,0.63000,0.13000,-0.13000,0,Mass,1.570,0.120,-0.120,0,0.20200,0.07200,-0.05100,0,0,0,0,0,07h29m40.63s,112.419289,-29d56m16.4s,-29.937889,773.00,41.00,-41.00,0,12.746,0.020,0,V (Johnson),12.580,,0,6572.00,83.00,-83.00,0,1.38,0.04,-0.04,0,1.62,0.09,-0.09,0,2018-04-12,HATSouth
3589,WASP-20,b,Transit,1,4.89962840,0.00000330,-0.00000330,0,0.060000,0.000690,-0.000690,0,0.000000,,,0,85.560,0.220,-0.220,0,0.31100,0.01700,-0.01700,0,Mass,1.462,0.059,-0.059,0,0.13200,0.01600,-0.01600,0,0,0,0,0,00h20m38.53s,5.160559,-23d56m08.6s,-23.935728,210.00,20.00,-20.00,0,10.680,,0,V (Johnson),,,,5940.00,100.00,-100.00,0,1.20,0.04,-0.04,0,1.39,0.04,-0.04,0,2015-03-05,SuperWASP
3499,Pr0201,b,Radial Velocity,1,4.42640000,0.00700000,-0.00700000,0,0.060000,0.000000,0.000000,0,0.000000,,,0,,,,0,0.54000,0.12000,-0.12000,0,Mass,,,,0,,,,0,0,0,0,0,08h41m43.82s,130.432596,+20d13m36.8s,20.226891,,,,,10.520,,0,V (Johnson),10.302,,0,6174.00,50.00,-50.00,0,1.24,0.39,-0.39,0,1.15,0.12,-0.12,0,2018-04-26,Fred Lawrence Whipple Observatory
2688,Kepler-444,d,Transit,5,6.18939200,0.00001200,-0.00001200,0,0.060000,0.001100,-0.001100,0,0.180000,0.160000,-0.120000,0,88.160,0.810,-0.550,0,,,,,,0.047,0.002,-0.002,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.70,1.10,-1.10,0,8.880,0.020,0,V (Johnson),,,,5046.00,74.00,-74.00,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,2015-01-29,Kepler
